licence_ref,licence_ref_n,year,issn,all_published,publisher,journal
http://doi.wiley.com/10.1002/tdm_license_1.1,44,2013,0266-4909,44,Wiley-Blackwell,Journal of Computer Assisted Learning
http://iopscience.iop.org/info/page/text-and-data-mining,183,2013,0266-5611,183,IOP Publishing,Inverse Problems
http://iopscience.iop.org/page/copyright,179,2013,0266-5611,183,IOP Publishing,Inverse Problems
http://creativecommons.org/licenses/by/3.0/,4,2013,0266-5611,183,IOP Publishing,Inverse Problems
http://www.elsevier.com/tdm/userlicense/1.0/,188,2013,0266-6138,219,Elsevier BV,Midwifery
http://creativecommons.org/licenses/by-nc-nd/3.0/,4,2013,0266-6138,219,Elsevier BV,Midwifery
http://creativecommons.org/licenses/by/3.0/,1,2013,0266-6138,219,Elsevier BV,Midwifery
NA,NA,2013,0266-7215,76,Oxford University Press (OUP),European Sociological Review
NA,NA,2013,0267-0836,376,Informa UK Limited,Materials Science and Technology
NA,NA,2013,0267-1522,52,Informa UK Limited,Research Papers in Education
NA,NA,2013,0267-3037,116,Informa UK Limited,Housing Studies
http://doi.wiley.com/10.1002/tdm_license_1.1,84,2013,0267-8179,84,Wiley-Blackwell,Journal of Quaternary Science
NA,NA,2013,0267-8357,80,Oxford University Press (OUP),Mutagenesis
NA,NA,2013,0267-8373,23,Informa UK Limited,Work & Stress
NA,NA,2013,0267-9477,245,Royal Society of Chemistry (RSC),Journal of Analytical Atomic Spectrometry
http://www.elsevier.com/tdm/userlicense/1.0/,103,2013,0268-0033,173,Elsevier BV,Clinical Biomechanics
http://creativecommons.org/licenses/by/3.0/,3,2013,0268-0033,173,Elsevier BV,Clinical Biomechanics
http://www.elsevier.com/open-access/userlicense/1.0/,2,2013,0268-0033,173,Elsevier BV,Clinical Biomechanics
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2013,0268-0033,173,Elsevier BV,Clinical Biomechanics
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2013,0268-0033,173,Elsevier BV,Clinical Biomechanics
http://www.elsevier.com/tdm/userlicense/1.0/,188,2013,0268-005X,266,Elsevier BV,Food Hydrocolloids
http://doi.wiley.com/10.1002/tdm_license_1.1,35,2013,0268-1064,35,Wiley-Blackwell,Mind & Language
NA,NA,2013,0268-1080,114,Oxford University Press (OUP),Health Policy and Planning
NA,NA,2013,0268-1161,486,Oxford University Press (OUP),Human Reproduction
NA,NA,2013,0268-117X,59,Informa UK Limited,The Seventeenth Century
http://iopscience.iop.org/info/page/text-and-data-mining,227,2013,0268-1242,227,IOP Publishing,Semiconductor Science and Technology
http://iopscience.iop.org/page/copyright,226,2013,0268-1242,227,IOP Publishing,Semiconductor Science and Technology
http://creativecommons.org/licenses/by/3.0/,1,2013,0268-1242,227,IOP Publishing,Semiconductor Science and Technology
NA,NA,2013,0268-3369,237,Springer Nature,Bone Marrow Transplantation
http://www.springer.com/tdm,14,2013,0268-3768,853,Springer Nature,The International Journal of Advanced Manufacturing Technology
NA,NA,2013,0268-8697,236,Informa UK Limited,British Journal of Neurosurgery
NA,NA,2013,0268-8921,264,Springer Nature,Lasers in Medical Science
http://doi.wiley.com/10.1002/tdm_license_1.1,98,2013,0268-9146,98,Wiley-Blackwell,Animal Genetics
http://www.elsevier.com/tdm/userlicense/1.0/,25,2013,0268-960X,33,Elsevier BV,Blood Reviews
http://www.elsevier.com/open-access/userlicense/1.0/,2,2013,0268-960X,33,Elsevier BV,Blood Reviews
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0268-960X,33,Elsevier BV,Blood Reviews
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2013,0268-960X,33,Elsevier BV,Blood Reviews
NA,NA,2013,0269-1728,38,Informa UK Limited,Social Epistemology
NA,NA,2013,0269-2155,121,SAGE Publications,Clinical Rehabilitation
http://doi.wiley.com/10.1002/tdm_license_1.1,378,2013,0269-2813,404,Wiley-Blackwell,Alimentary Pharmacology & Therapeutics
http://doi.wiley.com/10.1002/tdm_license_1,26,2013,0269-2813,404,Wiley-Blackwell,Alimentary Pharmacology & Therapeutics
http://onlinelibrary.wiley.com/termsAndConditions,24,2013,0269-2813,404,Wiley-Blackwell,Alimentary Pharmacology & Therapeutics
http://creativecommons.org/licenses/by/4.0/,1,2013,0269-2813,404,Wiley-Blackwell,Alimentary Pharmacology & Therapeutics
http://creativecommons.org/licenses/by-nc/3.0/,1,2013,0269-2813,404,Wiley-Blackwell,Alimentary Pharmacology & Therapeutics
http://doi.wiley.com/10.1002/tdm_license_1.1,47,2013,0269-283X,47,Wiley-Blackwell,Medical and Veterinary Entomology
NA,NA,2013,0269-4042,85,Springer Nature,Environmental Geochemistry and Health
http://doi.wiley.com/10.1002/tdm_license_1.1,73,2013,0269-5022,73,Wiley-Blackwell,Paediatric and Perinatal Epidemiology
NA,NA,2013,0269-7459,36,Informa UK Limited,Planning Practice and Research
http://www.elsevier.com/tdm/userlicense/1.0/,504,2013,0269-7491,504,Elsevier BV,Environmental Pollution
http://creativecommons.org/licenses/by-nc-nd/3.0/,5,2013,0269-7491,504,Elsevier BV,Environmental Pollution
http://creativecommons.org/licenses/by/4.0/,1,2013,0269-7491,504,Elsevier BV,Environmental Pollution
http://creativecommons.org/licenses/by/3.0/,1,2013,0269-7491,504,Elsevier BV,Environmental Pollution
NA,NA,2013,0269-7653,63,Springer Nature,Evolutionary Ecology
http://doi.wiley.com/10.1002/tdm_license_1.1,177,2013,0269-8463,177,Wiley-Blackwell,Functional Ecology
NA,NA,2013,0269-8595,39,Informa UK Limited,International Studies in the Philosophy of Science
NA,NA,2013,0269-8803,23,Hogrefe Publishing Group,Journal of Psychophysiology
NA,NA,2013,0269-8811,137,SAGE Publications,Journal of Psychopharmacology
NA,NA,2013,0269-8889,45,Cambridge University Press (CUP),The Knowledge Engineering Review
NA,NA,2013,0269-8897,42,Cambridge University Press (CUP),Science in Context
NA,NA,2013,0269-9370,429,Ovid Technologies (Wolters Kluwer Health),AIDS
http://doi.wiley.com/10.1002/tdm_license_1.1,65,2013,0269-9702,65,Wiley-Blackwell,Bioethics
NA,NA,2013,0269-9931,201,Informa UK Limited,Cognition & Emotion
http://doi.wiley.com/10.1002/tdm_license_1.1,135,2013,0270-4137,135,Wiley-Blackwell,The Prostate
NA,NA,2013,0270-6474,1903,Society for Neuroscience,Journal of Neuroscience
NA,NA,2013,0270-7306,446,American Society for Microbiology,Molecular and Cellular Biology
http://doi.wiley.com/10.1002/tdm_license_1.1,795,2013,0270-9139,797,Wiley-Blackwell,Hepatology
http://doi.wiley.com/10.1002/tdm_license_1,2,2013,0270-9139,797,Wiley-Blackwell,Hepatology
http://www.elsevier.com/tdm/userlicense/1.0/,77,2013,0270-9295,77,Elsevier BV,Seminars in Nephrology
http://creativecommons.org/licenses/by/4.0/,2,2013,0270-9295,77,Elsevier BV,Seminars in Nephrology
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0270-9295,77,Elsevier BV,Seminars in Nephrology
http://doi.wiley.com/10.1002/tdm_license_1.1,106,2013,0271-2091,106,Wiley-Blackwell,International Journal for Numerical Methods in Fluids
NA,NA,2013,0271-3683,197,Informa UK Limited,Current Eye Research
http://www.elsevier.com/tdm/userlicense/1.0/,130,2013,0271-5317,130,Elsevier BV,Nutrition Research
http://www.elsevier.com/open-access/userlicense/1.0/,2,2013,0271-5317,130,Elsevier BV,Nutrition Research
http://creativecommons.org/licenses/by/3.0/,1,2013,0271-5317,130,Elsevier BV,Nutrition Research
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0271-5317,130,Elsevier BV,Nutrition Research
NA,NA,2013,0271-678X,246,SAGE Publications,Journal of Cerebral Blood Flow & Metabolism
http://www.springer.com/tdm,2,2013,0271-9142,114,Springer Nature,Journal of Clinical Immunology
NA,NA,2013,0272-3638,84,Informa UK Limited,Urban Geography
NA,NA,2013,0272-4324,84,Springer Nature,Plasma Chemistry and Plasma Processing
NA,NA,2013,0272-4340,118,Springer Nature,Cellular and Molecular Neurobiology
NA,NA,2013,0272-4960,48,Oxford University Press (OUP),IMA Journal of Applied Mathematics
http://www.elsevier.com/tdm/userlicense/1.0/,840,2013,0272-6386,840,Elsevier BV,American Journal of Kidney Diseases
http://creativecommons.org/licenses/by-nc-nd/4.0/,2,2013,0272-6386,840,Elsevier BV,American Journal of Kidney Diseases
http://creativecommons.org/licenses/by/4.0/,1,2013,0272-6386,840,Elsevier BV,American Journal of Kidney Diseases
http://www.elsevier.com/tdm/userlicense/1.0/,66,2013,0272-7358,101,Elsevier BV,Clinical Psychology Review
http://creativecommons.org/licenses/by-nc-nd/3.0/,3,2013,0272-7358,101,Elsevier BV,Clinical Psychology Review
http://creativecommons.org/licenses/by/3.0/,1,2013,0272-7358,101,Elsevier BV,Clinical Psychology Review
http://www.elsevier.com/tdm/userlicense/1.0/,148,2013,0272-7714,310,Elsevier BV,"Estuarine, Coastal and Shelf Science"
http://creativecommons.org/licenses/by/3.0/,1,2013,0272-7714,310,Elsevier BV,"Estuarine, Coastal and Shelf Science"
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2013,0272-7714,310,Elsevier BV,"Estuarine, Coastal and Shelf Science"
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0272-7714,310,Elsevier BV,"Estuarine, Coastal and Shelf Science"
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2013,0272-7714,310,Elsevier BV,"Estuarine, Coastal and Shelf Science"
http://www.elsevier.com/tdm/userlicense/1.0/,1446,2013,0272-8842,1446,Elsevier BV,Ceramics International
http://creativecommons.org/licenses/by-nc-nd/3.0/,4,2013,0272-8842,1446,Elsevier BV,Ceramics International
http://creativecommons.org/licenses/by/3.0/,1,2013,0272-8842,1446,Elsevier BV,Ceramics International
NA,NA,2013,0272-989X,109,SAGE Publications,Medical Decision Making
NA,NA,2013,0273-1223,634,IWA Publishing,Water Science & Technology
NA,NA,2013,0273-2289,651,Springer Nature,Applied Biochemistry and Biotechnology
http://www.elsevier.com/tdm/userlicense/1.0/,9,2013,0273-2297,21,Elsevier BV,Developmental Review
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2013,0273-2297,21,Elsevier BV,Developmental Review
http://www.elsevier.com/tdm/userlicense/1.0/,155,2013,0273-2300,162,Elsevier BV,Regulatory Toxicology and Pharmacology
http://creativecommons.org/licenses/by-nc-nd/3.0/,14,2013,0273-2300,162,Elsevier BV,Regulatory Toxicology and Pharmacology
http://creativecommons.org/licenses/by-nc-sa/3.0/,4,2013,0273-2300,162,Elsevier BV,Regulatory Toxicology and Pharmacology
http://creativecommons.org/licenses/by/3.0/,3,2013,0273-2300,162,Elsevier BV,Regulatory Toxicology and Pharmacology
http://doi.wiley.com/10.1002/tdm_license_1.1,119,2013,0275-2565,126,Wiley-Blackwell,American Journal of Primatology
http://doi.wiley.com/10.1002/tdm_license_1,7,2013,0275-2565,126,Wiley-Blackwell,American Journal of Primatology
http://onlinelibrary.wiley.com/termsAndConditions,5,2013,0275-2565,126,Wiley-Blackwell,American Journal of Primatology
http://creativecommons.org/licenses/by/4.0/,1,2013,0275-2565,126,Wiley-Blackwell,American Journal of Primatology
http://creativecommons.org/licenses/by/3.0/,1,2013,0275-2565,126,Wiley-Blackwell,American Journal of Primatology
http://doi.wiley.com/10.1002/tdm_license_1.1,91,2013,0275-5408,91,Wiley-Blackwell,Ophthalmic and Physiological Optics
http://doi.wiley.com/10.1002/tdm_license_1.1,142,2013,0276-3478,157,Wiley-Blackwell,International Journal of Eating Disorders
http://onlinelibrary.wiley.com/termsAndConditions,15,2013,0276-3478,157,Wiley-Blackwell,International Journal of Eating Disorders
http://doi.wiley.com/10.1002/tdm_license_1,15,2013,0276-3478,157,Wiley-Blackwell,International Journal of Eating Disorders
http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,14,2013,0276-7333,917,American Chemical Society (ACS),Organometallics
http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,2,2013,0276-7333,917,American Chemical Society (ACS),Organometallics
NA,NA,2013,0277-0903,173,Informa UK Limited,Journal of Asthma
NA,NA,2013,0277-2116,378,Ovid Technologies (Wolters Kluwer Health),Journal of Pediatric Gastroenterology and Nutrition
http://www.elsevier.com/tdm/userlicense/1.0/,251,2013,0277-3791,359,Elsevier BV,Quaternary Science Reviews
http://creativecommons.org/licenses/by/3.0/,10,2013,0277-3791,359,Elsevier BV,Quaternary Science Reviews
http://creativecommons.org/licenses/by-nc-nd/3.0/,6,2013,0277-3791,359,Elsevier BV,Quaternary Science Reviews
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0277-3791,359,Elsevier BV,Quaternary Science Reviews
NA,NA,2013,0277-5212,147,Springer Nature,Wetlands
http://www.elsevier.com/tdm/userlicense/1.0/,704,2013,0277-5387,872,Elsevier BV,Polyhedron
http://creativecommons.org/licenses/by/3.0/,1,2013,0277-5387,872,Elsevier BV,Polyhedron
http://doi.wiley.com/10.1002/tdm_license_1.1,355,2013,0277-6715,355,Wiley-Blackwell,Statistics in Medicine
http://www.elsevier.com/tdm/userlicense/1.0/,478,2013,0277-9536,508,Elsevier BV,Social Science & Medicine
http://creativecommons.org/licenses/by-nc-nd/3.0/,26,2013,0277-9536,508,Elsevier BV,Social Science & Medicine
http://creativecommons.org/licenses/by/3.0/,22,2013,0277-9536,508,Elsevier BV,Social Science & Medicine
http://creativecommons.org/licenses/by-nc-sa/3.0/,2,2013,0277-9536,508,Elsevier BV,Social Science & Medicine
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0277-9536,508,Elsevier BV,Social Science & Medicine
http://www.ieee.org/publications_standards/publications/subscriptions/info/licensing.html,6,2013,0278-0046,613,Institute of Electrical and Electronics Engineers (IEEE),IEEE Transactions on Industrial Electronics
NA,NA,2013,0278-0062,258,Institute of Electrical and Electronics Engineers (IEEE),IEEE Transactions on Medical Imaging
NA,NA,2013,0278-081X,178,Springer Nature,"Circuits, Systems, and Signal Processing"
http://www.elsevier.com/tdm/userlicense/1.0/,78,2013,0278-2626,133,Elsevier BV,Brain and Cognition
http://creativecommons.org/licenses/by/3.0/,2,2013,0278-2626,133,Elsevier BV,Brain and Cognition
http://www.elsevier.com/tdm/userlicense/1.0/,101,2013,0278-4343,275,Elsevier BV,Continental Shelf Research
http://creativecommons.org/licenses/by-nc-nd/3.0/,11,2013,0278-4343,275,Elsevier BV,Continental Shelf Research
http://creativecommons.org/licenses/by/3.0/,1,2013,0278-4343,275,Elsevier BV,Continental Shelf Research
http://www.elsevier.com/tdm/userlicense/1.0/,699,2013,0278-6915,815,Elsevier BV,Food and Chemical Toxicology
http://creativecommons.org/licenses/by-nc-nd/3.0/,24,2013,0278-6915,815,Elsevier BV,Food and Chemical Toxicology
http://www.elsevier.com/open-access/userlicense/1.0/,20,2013,0278-6915,815,Elsevier BV,Food and Chemical Toxicology
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0278-6915,815,Elsevier BV,Food and Chemical Toxicology
NA,NA,2013,0282-0080,50,Springer Nature,Glycoconjugate Journal
NA,NA,2013,0282-7581,115,Informa UK Limited,Scandinavian Journal of Forest Research
http://doi.wiley.com/10.1002/tdm_license_1.1,90,2013,0283-9318,90,Wiley-Blackwell,Scandinavian Journal of Caring Sciences
NA,NA,2013,0284-186X,237,Informa UK Limited,Acta Oncologica
NA,NA,2013,0289-0771,37,Springer Nature,Journal of Ethology
http://iopscience.iop.org/info/page/text-and-data-mining,800,2013,0295-5075,882,IOP Publishing,EPL (Europhysics Letters)
http://iopscience.iop.org/page/copyright,797,2013,0295-5075,882,IOP Publishing,EPL (Europhysics Letters)
http://creativecommons.org/licenses/by/3.0/,3,2013,0295-5075,882,IOP Publishing,EPL (Europhysics Letters)
http://doi.wiley.com/10.1002/tdm_license_1.1,418,2013,0300-0664,418,Wiley-Blackwell,Clinical Endocrinology
http://doi.wiley.com/10.1002/tdm_license_1.1,41,2013,0300-3256,41,Wiley-Blackwell,Zoologica Scripta
NA,NA,2013,0300-3930,89,Informa UK Limited,Local Government Studies
NA,NA,2013,0300-4430,219,Informa UK Limited,Early Child Development and Care
http://www.elsevier.com/tdm/userlicense/1.0/,218,2013,0300-483X,253,Elsevier BV,Toxicology
http://creativecommons.org/licenses/by-nc-nd/3.0/,8,2013,0300-483X,253,Elsevier BV,Toxicology
http://creativecommons.org/licenses/by-nc-nd/4.0/,3,2013,0300-483X,253,Elsevier BV,Toxicology
http://www.elsevier.com/open-access/userlicense/1.0/,2,2013,0300-483X,253,Elsevier BV,Toxicology
NA,NA,2013,0300-5127,286,Portland Press Ltd.,Biochemical Society Transactions
NA,NA,2013,0300-5526,66,S. Karger AG,Intervirology
http://www.elsevier.com/tdm/userlicense/1.0/,214,2013,0300-5712,226,Elsevier BV,Journal of Dentistry
http://www.elsevier.com/open-access/userlicense/1.0/,19,2013,0300-5712,226,Elsevier BV,Journal of Dentistry
http://creativecommons.org/licenses/by-nc-nd/3.0/,12,2013,0300-5712,226,Elsevier BV,Journal of Dentistry
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0300-5712,226,Elsevier BV,Journal of Dentistry
NA,NA,2013,0300-5771,270,Oxford University Press (OUP),International Journal of Epidemiology
NA,NA,2013,0300-7839,78,Springer Nature,Human Ecology
NA,NA,2013,0300-8126,186,Springer Nature,Infection
http://www.springer.com/tdm,54,2013,0300-8177,384,Springer Nature,Molecular and Cellular Biochemistry
NA,NA,2013,0300-8428,76,Springer Nature,Basic Research in Cardiology
NA,NA,2013,0300-8584,41,Springer Nature,Medical Microbiology and Immunology
NA,NA,2013,0300-9009,99,Springer Nature,Acta Neurologica Belgica
http://www.elsevier.com/tdm/userlicense/1.0/,257,2013,0300-9084,297,Elsevier BV,Biochimie
http://www.elsevier.com/open-access/userlicense/1.0/,10,2013,0300-9084,297,Elsevier BV,Biochimie
http://creativecommons.org/licenses/by/3.0/,4,2013,0300-9084,297,Elsevier BV,Biochimie
http://creativecommons.org/licenses/by-nc-nd/3.0/,3,2013,0300-9084,297,Elsevier BV,Biochimie
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2013,0300-9084,297,Elsevier BV,Biochimie
http://www.elsevier.com/tdm/userlicense/1.0/,222,2013,0300-9440,260,Elsevier BV,Progress in Organic Coatings
http://creativecommons.org/licenses/by/3.0/,1,2013,0300-9440,260,Elsevier BV,Progress in Organic Coatings
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2013,0300-9440,260,Elsevier BV,Progress in Organic Coatings
http://doi.wiley.com/10.1002/tdm_license_1.1,113,2013,0300-9475,124,Wiley-Blackwell,Scandinavian Journal of Immunology
http://onlinelibrary.wiley.com/termsAndConditions,11,2013,0300-9475,124,Wiley-Blackwell,Scandinavian Journal of Immunology
http://doi.wiley.com/10.1002/tdm_license_1,11,2013,0300-9475,124,Wiley-Blackwell,Scandinavian Journal of Immunology
NA,NA,2013,0300-9564,184,Springer Nature,Journal of Neural Transmission
http://www.elsevier.com/tdm/userlicense/1.0/,630,2013,0300-9572,658,Elsevier BV,Resuscitation
http://www.elsevier.com/open-access/userlicense/1.0/,1,2013,0300-9572,658,Elsevier BV,Resuscitation
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2013,0300-9572,658,Elsevier BV,Resuscitation
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2013,0300-9572,658,Elsevier BV,Resuscitation
NA,NA,2013,0300-9858,169,SAGE Publications,Veterinary Pathology
