journal_title,publisher,year,yearly_jn_volume,license,license_ref_n,yearly_publisher_volume
Journal of Geographical Systems,Springer Nature,2018,7,NA,NA,77031
Bulletin of Engineering Geology and the Environment,Springer Nature,2017,218,http://creativecommons.org/licenses/by/4.0,3,175964
Bulletin of Engineering Geology and the Environment,Springer Nature,2016,153,http://creativecommons.org/licenses/by/4.0,3,173019
Bulletin of Engineering Geology and the Environment,Springer Nature,2014,148,NA,NA,161462
Bulletin of Engineering Geology and the Environment,Springer Nature,2015,121,http://creativecommons.org/licenses/by/4.0,2,165397
Bulletin of Engineering Geology and the Environment,Springer Nature,2013,109,NA,NA,150563
Bulletin of Engineering Geology and the Environment,Springer Nature,2018,81,http://creativecommons.org/licenses/by/4.0,1,77031
Journal of Archaeological Research,Springer Nature,2017,14,http://creativecommons.org/licenses/by/4.0,2,175964
Journal of Archaeological Research,Springer Nature,2016,12,http://creativecommons.org/licenses/by/4.0,3,173019
Journal of Archaeological Research,Springer Nature,2014,10,NA,NA,161462
Journal of Archaeological Research,Springer Nature,2015,9,NA,NA,165397
Journal of Archaeological Research,Springer Nature,2013,9,NA,NA,150563
Journal of Archaeological Research,Springer Nature,2018,4,NA,NA,77031
Management International Review,Springer Nature,2014,41,NA,NA,161462
Management International Review,Springer Nature,2015,40,http://creativecommons.org/licenses/by/4.0,1,165397
Management International Review,Springer Nature,2016,38,http://creativecommons.org/licenses/by/4.0,4,173019
Management International Review,Springer Nature,2013,33,NA,NA,150563
Management International Review,Springer Nature,2017,30,http://creativecommons.org/licenses/by/4.0,5,175964
Management International Review,Springer Nature,2018,11,NA,NA,77031
Journal of Physiology and Biochemistry,Springer Nature,2016,98,http://creativecommons.org/licenses/by/4.0,5,173019
Journal of Physiology and Biochemistry,Springer Nature,2015,85,NA,NA,165397
Journal of Physiology and Biochemistry,Springer Nature,2013,75,NA,NA,150563
Journal of Physiology and Biochemistry,Springer Nature,2014,68,NA,NA,161462
Journal of Physiology and Biochemistry,Springer Nature,2017,42,http://creativecommons.org/licenses/by/4.0,2,175964
Journal of Physiology and Biochemistry,Springer Nature,2018,31,NA,NA,77031
The Cerebellum,Springer Nature,2015,120,http://creativecommons.org/licenses/by/4.0,5,165397
The Cerebellum,Springer Nature,2013,109,NA,NA,150563
The Cerebellum,Springer Nature,2014,87,NA,NA,161462
The Cerebellum,Springer Nature,2016,86,http://creativecommons.org/licenses/by/4.0,8,173019
The Cerebellum,Springer Nature,2017,71,http://creativecommons.org/licenses/by/4.0,10,175964
The Cerebellum,Springer Nature,2018,33,http://creativecommons.org/licenses/by/4.0,6,77031
Methodology and Computing in Applied Probability,Springer Nature,2013,77,NA,NA,150563
Methodology and Computing in Applied Probability,Springer Nature,2017,75,http://creativecommons.org/licenses/by/4.0,6,175964
Methodology and Computing in Applied Probability,Springer Nature,2016,58,http://creativecommons.org/licenses/by/4.0,5,173019
Methodology and Computing in Applied Probability,Springer Nature,2015,43,NA,NA,165397
Methodology and Computing in Applied Probability,Springer Nature,2014,41,NA,NA,161462
Methodology and Computing in Applied Probability,Springer Nature,2018,30,http://creativecommons.org/licenses/by/4.0,6,77031
European Radiology,Springer Nature,2015,610,http://creativecommons.org/licenses/by-nc/4.0,21,165397
European Radiology,Springer Nature,2016,526,http://creativecommons.org/licenses/by-nc/4.0,22,173019
European Radiology,Springer Nature,2016,526,http://creativecommons.org/licenses/by/4.0,66,173019
European Radiology,Springer Nature,2017,486,http://creativecommons.org/licenses/by/4.0,82,175964
European Radiology,Springer Nature,2014,457,NA,NA,161462
European Radiology,Springer Nature,2013,346,NA,NA,150563
European Radiology,Springer Nature,2018,300,http://creativecommons.org/licenses/by/4.0,46,77031
Statistics in Biosciences,Springer Nature,2016,48,http://creativecommons.org/licenses/by/4.0,5,173019
Statistics in Biosciences,Springer Nature,2013,30,NA,NA,150563
Statistics in Biosciences,Springer Nature,2017,25,http://creativecommons.org/licenses/by/4.0,1,175964
Statistics in Biosciences,Springer Nature,2014,17,http://creativecommons.org/licenses/by/4.0,1,161462
Statistics in Biosciences,Springer Nature,2015,12,NA,NA,165397
Statistics in Biosciences,Springer Nature,2018,7,NA,NA,77031
Current Treatment Options in Neurology,Springer Nature,2013,55,NA,NA,150563
Current Treatment Options in Neurology,Springer Nature,2015,54,NA,NA,165397
Current Treatment Options in Neurology,Springer Nature,2014,51,NA,NA,161462
Current Treatment Options in Neurology,Springer Nature,2016,50,http://creativecommons.org/licenses/by/4.0,5,173019
Current Treatment Options in Neurology,Springer Nature,2017,48,http://creativecommons.org/licenses/by/4.0,6,175964
Current Treatment Options in Neurology,Springer Nature,2018,24,http://creativecommons.org/licenses/by/4.0,1,77031
Pediatric Nephrology,Springer Nature,2013,321,NA,NA,150563
Pediatric Nephrology,Springer Nature,2014,305,http://creativecommons.org/licenses/by/4.0,1,161462
Pediatric Nephrology,Springer Nature,2017,297,http://creativecommons.org/licenses/by/4.0,36,175964
Pediatric Nephrology,Springer Nature,2016,275,http://creativecommons.org/licenses/by/4.0,31,173019
Pediatric Nephrology,Springer Nature,2015,257,http://creativecommons.org/licenses/by/4.0,5,165397
Pediatric Nephrology,Springer Nature,2018,104,http://creativecommons.org/licenses/by/4.0,14,77031
Current Neurology and Neuroscience Reports,Springer Nature,2016,100,http://creativecommons.org/licenses/by/4.0,4,173019
Current Neurology and Neuroscience Reports,Springer Nature,2017,99,http://creativecommons.org/licenses/by/4.0,9,175964
Current Neurology and Neuroscience Reports,Springer Nature,2013,99,NA,NA,150563
Current Neurology and Neuroscience Reports,Springer Nature,2014,98,NA,NA,161462
Current Neurology and Neuroscience Reports,Springer Nature,2015,86,NA,NA,165397
Current Neurology and Neuroscience Reports,Springer Nature,2018,41,http://creativecommons.org/licenses/by/4.0,5,77031
Journal of the Association for Research in Otolaryngology,Springer Nature,2014,68,NA,NA,161462
Journal of the Association for Research in Otolaryngology,Springer Nature,2013,65,NA,NA,150563
Journal of the Association for Research in Otolaryngology,Springer Nature,2016,56,http://creativecommons.org/licenses/by/4.0,8,173019
Journal of the Association for Research in Otolaryngology,Springer Nature,2015,51,NA,NA,165397
Journal of the Association for Research in Otolaryngology,Springer Nature,2017,40,http://creativecommons.org/licenses/by/4.0,6,175964
Journal of the Association for Research in Otolaryngology,Springer Nature,2018,24,http://creativecommons.org/licenses/by/4.0,1,77031
Molecular Neurobiology,Springer Nature,2016,716,http://creativecommons.org/licenses/by/4.0,50,173019
Molecular Neurobiology,Springer Nature,2015,572,http://creativecommons.org/licenses/by/4.0,31,165397
Molecular Neurobiology,Springer Nature,2017,486,http://creativecommons.org/licenses/by/4.0,54,175964
Molecular Neurobiology,Springer Nature,2014,430,http://creativecommons.org/licenses/by/4.0,8,161462
Molecular Neurobiology,Springer Nature,2018,285,http://creativecommons.org/licenses/by/4.0,41,77031
Molecular Neurobiology,Springer Nature,2013,216,NA,NA,150563
Review of Philosophy and Psychology,Springer Nature,2015,69,http://creativecommons.org/licenses/by/4.0,4,165397
Review of Philosophy and Psychology,Springer Nature,2014,54,NA,NA,161462
Review of Philosophy and Psychology,Springer Nature,2017,49,http://creativecommons.org/licenses/by/4.0,9,175964
Review of Philosophy and Psychology,Springer Nature,2013,46,NA,NA,150563
Review of Philosophy and Psychology,Springer Nature,2016,32,http://creativecommons.org/licenses/by/4.0,7,173019
Review of Philosophy and Psychology,Springer Nature,2018,22,http://creativecommons.org/licenses/by/4.0,6,77031
Astrophysics and Space Science,Springer Nature,2014,454,NA,NA,161462
Astrophysics and Space Science,Springer Nature,2015,419,NA,NA,165397
Astrophysics and Space Science,Springer Nature,2013,411,NA,NA,150563
Astrophysics and Space Science,Springer Nature,2016,366,http://creativecommons.org/licenses/by/4.0,4,173019
Astrophysics and Space Science,Springer Nature,2017,236,http://creativecommons.org/licenses/by/4.0,3,175964
Astrophysics and Space Science,Springer Nature,2018,112,http://creativecommons.org/licenses/by/4.0,3,77031
Amino Acids,Springer Nature,2015,249,NA,NA,165397
Amino Acids,Springer Nature,2014,247,NA,NA,161462
Amino Acids,Springer Nature,2016,227,http://creativecommons.org/licenses/by/4.0,20,173019
Amino Acids,Springer Nature,2013,202,NA,NA,150563
Amino Acids,Springer Nature,2017,155,http://creativecommons.org/licenses/by/4.0,14,175964
Amino Acids,Springer Nature,2018,57,http://creativecommons.org/licenses/by/4.0,8,77031
Geomechanics and Geophysics for Geo-Energy and Geo-Resources,Springer Nature,2017,32,http://creativecommons.org/licenses/by/4.0,2,175964
Geomechanics and Geophysics for Geo-Energy and Geo-Resources,Springer Nature,2016,25,NA,NA,173019
Geomechanics and Geophysics for Geo-Energy and Geo-Resources,Springer Nature,2015,16,NA,NA,165397
Geomechanics and Geophysics for Geo-Energy and Geo-Resources,Springer Nature,2018,8,http://creativecommons.org/licenses/by/4.0,1,77031
Acta Mechanica,Springer Nature,2017,302,http://creativecommons.org/licenses/by/4.0,16,175964
Acta Mechanica,Springer Nature,2014,257,NA,NA,161462
Acta Mechanica,Springer Nature,2013,242,NA,NA,150563
Acta Mechanica,Springer Nature,2016,239,http://creativecommons.org/licenses/by/4.0,11,173019
Acta Mechanica,Springer Nature,2015,232,http://creativecommons.org/licenses/by/4.0,1,165397
Acta Mechanica,Springer Nature,2018,90,http://creativecommons.org/licenses/by/4.0,3,77031
Archiv der Mathematik,Springer Nature,2016,152,http://creativecommons.org/licenses/by/4.0,9,173019
Archiv der Mathematik,Springer Nature,2015,134,NA,NA,165397
Archiv der Mathematik,Springer Nature,2017,123,http://creativecommons.org/licenses/by/4.0,11,175964
Archiv der Mathematik,Springer Nature,2014,121,NA,NA,161462
Archiv der Mathematik,Springer Nature,2013,121,NA,NA,150563
Archiv der Mathematik,Springer Nature,2018,61,http://creativecommons.org/licenses/by/4.0,3,77031
Behavior Research Methods,Springer Nature,2017,160,http://creativecommons.org/licenses/by/4.0,35,175964
Behavior Research Methods,Springer Nature,2015,145,http://creativecommons.org/licenses/by/4.0,14,165397
Behavior Research Methods,Springer Nature,2016,143,http://creativecommons.org/licenses/by/4.0,24,173019
Behavior Research Methods,Springer Nature,2013,135,NA,NA,150563
Behavior Research Methods,Springer Nature,2014,117,NA,NA,161462
Behavior Research Methods,Springer Nature,2018,50,http://creativecommons.org/licenses/by/4.0,9,77031
Current Obesity Reports,Springer Nature,2015,56,NA,NA,165397
Current Obesity Reports,Springer Nature,2017,52,http://creativecommons.org/licenses/by/4.0,15,175964
Current Obesity Reports,Springer Nature,2016,52,http://creativecommons.org/licenses/by/4.0,1,173019
Current Obesity Reports,Springer Nature,2013,44,NA,NA,150563
Current Obesity Reports,Springer Nature,2014,39,NA,NA,161462
Current Obesity Reports,Springer Nature,2018,21,http://creativecommons.org/licenses/by/4.0,4,77031
Current Fungal Infection Reports,Springer Nature,2014,46,NA,NA,161462
Current Fungal Infection Reports,Springer Nature,2013,39,NA,NA,150563
Current Fungal Infection Reports,Springer Nature,2017,34,http://creativecommons.org/licenses/by/4.0,3,175964
Current Fungal Infection Reports,Springer Nature,2015,32,NA,NA,165397
Current Fungal Infection Reports,Springer Nature,2016,22,http://creativecommons.org/licenses/by/4.0,4,173019
Current Fungal Infection Reports,Springer Nature,2018,12,NA,NA,77031
Geometriae Dedicata,Springer Nature,2013,125,NA,NA,150563
Geometriae Dedicata,Springer Nature,2014,100,NA,NA,161462
Geometriae Dedicata,Springer Nature,2017,93,http://creativecommons.org/licenses/by/4.0,5,175964
Geometriae Dedicata,Springer Nature,2015,92,http://creativecommons.org/licenses/by/4.0,1,165397
Geometriae Dedicata,Springer Nature,2016,76,http://creativecommons.org/licenses/by/4.0,8,173019
Geometriae Dedicata,Springer Nature,2018,48,http://creativecommons.org/licenses/by/4.0,4,77031
Experimental Mechanics,Springer Nature,2014,142,NA,NA,161462
Experimental Mechanics,Springer Nature,2015,138,NA,NA,165397
Experimental Mechanics,Springer Nature,2013,132,NA,NA,150563
Experimental Mechanics,Springer Nature,2016,127,http://creativecommons.org/licenses/by/4.0,12,173019
Experimental Mechanics,Springer Nature,2017,117,http://creativecommons.org/licenses/by/4.0,16,175964
Experimental Mechanics,Springer Nature,2018,35,http://creativecommons.org/licenses/by/4.0,1,77031
School Mental Health,Springer Nature,2015,35,NA,NA,165397
School Mental Health,Springer Nature,2018,34,http://creativecommons.org/licenses/by/4.0,2,77031
School Mental Health,Springer Nature,2017,34,http://creativecommons.org/licenses/by/4.0,4,175964
School Mental Health,Springer Nature,2016,33,http://creativecommons.org/licenses/by/4.0,1,173019
School Mental Health,Springer Nature,2014,21,NA,NA,161462
School Mental Health,Springer Nature,2013,19,NA,NA,150563
Review Journal of Autism and Developmental Disorders,Springer Nature,2016,33,http://creativecommons.org/licenses/by/4.0,1,173019
Review Journal of Autism and Developmental Disorders,Springer Nature,2014,33,NA,NA,161462
Review Journal of Autism and Developmental Disorders,Springer Nature,2017,26,http://creativecommons.org/licenses/by/4.0,2,175964
Review Journal of Autism and Developmental Disorders,Springer Nature,2015,22,NA,NA,165397
Review Journal of Autism and Developmental Disorders,Springer Nature,2018,13,http://creativecommons.org/licenses/by/4.0,1,77031
Review Journal of Autism and Developmental Disorders,Springer Nature,2013,9,NA,NA,150563
Minerva,Springer Nature,2013,26,NA,NA,150563
Minerva,Springer Nature,2017,25,http://creativecommons.org/licenses/by/4.0,5,175964
Minerva,Springer Nature,2016,23,http://creativecommons.org/licenses/by/4.0,6,173019
Minerva,Springer Nature,2015,22,NA,NA,165397
Minerva,Springer Nature,2014,22,NA,NA,161462
Minerva,Springer Nature,2018,16,http://creativecommons.org/licenses/by/4.0,5,77031
Datenbank-Spektrum,Springer Nature,2017,35,http://creativecommons.org/licenses/by/4.0,4,175964
Datenbank-Spektrum,Springer Nature,2016,33,http://creativecommons.org/licenses/by/4.0,1,173019
Datenbank-Spektrum,Springer Nature,2015,33,NA,NA,165397
Datenbank-Spektrum,Springer Nature,2013,33,NA,NA,150563
Datenbank-Spektrum,Springer Nature,2014,27,NA,NA,161462
Datenbank-Spektrum,Springer Nature,2018,11,http://creativecommons.org/licenses/by/4.0,1,77031
Pattern Analysis and Applications,Springer Nature,2015,92,http://creativecommons.org/licenses/by/4.0,4,165397
Pattern Analysis and Applications,Springer Nature,2017,87,http://creativecommons.org/licenses/by/4.0,7,175964
Pattern Analysis and Applications,Springer Nature,2014,74,http://creativecommons.org/licenses/by/4.0,1,161462
Pattern Analysis and Applications,Springer Nature,2016,62,http://creativecommons.org/licenses/by/4.0,4,173019
